TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
NIPPUR 8214,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0100,-,NBC 11140,-,P301749,-,BiMes 11 no. 212,-,,https://cdli.earth/artifacts/301749
NIPPUR 8215,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0102,-,NBC 11141,-,P301750,-,BiMes 11 no. 205,-,,https://cdli.earth/artifacts/301750
NIPPUR 8217,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0228,-,NBC 11143,-,P301752,-,BiMes 11 no. 213,-,,https://cdli.earth/artifacts/301752
NIPPUR 8218,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0240,-,NBC 11144,-,P301753,-,BiMes 11 no. 211,-,,https://cdli.earth/artifacts/301753
NIPPUR 8219,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0084,-,NBC 11145,-,P301754,-,BiMes 11 no. 126,-,,https://cdli.earth/artifacts/301754
NIPPUR 8220,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0086,-,NBC 11146,-,P301755,-,BiMes 11 no. 158,-,,https://cdli.earth/artifacts/301755
NIPPUR 8223,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0246,-,NBC 11149,-,P301758,-,BiMes 11 no. 210,-,,https://cdli.earth/artifacts/301758
NIPPUR 8224,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0248,-,NBC 11150,-,P301759,-,BiMes 11 no. 370,-,,https://cdli.earth/artifacts/301759
NIPPUR 8225,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0249,-,NBC 11151,-,P301760,-,BiMes 11 no. 245,-,,https://cdli.earth/artifacts/301760
NIPPUR 8226,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0250,-,NBC 11152,-,P301761,-,BiMes 11 no. 076,-,,https://cdli.earth/artifacts/301761
NIPPUR 8227,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0251,-,NBC 11153,-,P301762,-,BiMes 11 no. 341,-,,https://cdli.earth/artifacts/301762
NIPPUR 8228,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0252,-,NBC 11154,-,P301763,-,BiMes 11 no. 342,-,,https://cdli.earth/artifacts/301763
NIPPUR 8229,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0253,-,NBC 11155,-,P301764,-,BiMes 11 no. 343,-,,https://cdli.earth/artifacts/301764
NIPPUR 8233,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0257,-,NBC 11159,-,P301768,-,BiMes 11 no. 310,-,,https://cdli.earth/artifacts/301768
NIPPUR 8235,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0103,-,NBC 11161,-,P301770,-,BiMes 11 no. 085,-,,https://cdli.earth/artifacts/301770
NIPPUR 8236,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0104,-,NBC 11162,-,P301771,-,BiMes 11 no. 131,-,,https://cdli.earth/artifacts/301771
NIPPUR 8237,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0105,-,NBC 11163,-,P301772,-,BiMes 11 no. 206,-,,https://cdli.earth/artifacts/301772
NIPPUR 8238,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0106,-,NBC 11164,-,P301773,-,BiMes 11 no. 020,-,,https://cdli.earth/artifacts/301773
NIPPUR 8239,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0107,-,NBC 11165,-,P301774,-,BiMes 11 no. 050,-,,https://cdli.earth/artifacts/301774
NIPPUR 8240,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0108,-,NBC 11166,-,P301775,-,BiMes 11 no. 390,-,,https://cdli.earth/artifacts/301775
NIPPUR 8241,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0109,-,NBC 11167,-,P301776,-,BiMes 11 no. 181,-,,https://cdli.earth/artifacts/301776
NIPPUR 8242,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0110,-,NBC 11168,-,P301777,-,BiMes 11 no. 414,-,,https://cdli.earth/artifacts/301777
NIPPUR 8243,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0111a,-,NBC 11169,-,P301778,-,BiMes 11 no. 135,-,,https://cdli.earth/artifacts/301778
NIPPUR 8244,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0112,-,NBC 11170,-,P301779,-,BiMes 11 no. 217,-,,https://cdli.earth/artifacts/301779
NIPPUR 8245,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0113,-,NBC 11171,-,P301780,-,BiMes 11 no. 378,-,,https://cdli.earth/artifacts/301780
NIPPUR 8249,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0091,-,NBC 11175,-,P301784,-,BiMes 11 no. 111,-,,https://cdli.earth/artifacts/301784
NIPPUR 8250,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0095,-,NBC 11176,-,P301785,-,BiMes 11 no. 155,-,,https://cdli.earth/artifacts/301785
NIPPUR 8251,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0093,-,NBC 11177,-,P301786,-,BiMes 11 no. 328,-,,https://cdli.earth/artifacts/301786
NIPPUR 8252,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0089,-,NBC 11178,-,P301787,-,BiMes 11 no. 265,-,,https://cdli.earth/artifacts/301787
NIPPUR 8253,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0085,-,NBC 11179,-,P301788,-,BiMes 11 no. 106,-,,https://cdli.earth/artifacts/301788
NIPPUR 8254,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0241,-,NBC 11180,-,P301789,-,BiMes 11 no. 072,-,,https://cdli.earth/artifacts/301789
NIPPUR 8255,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0173,-,NBC 11181,-,P301790,-,BiMes 11 no. 074,-,,https://cdli.earth/artifacts/301790
NIPPUR 8257,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0258a,-,NBC 11183,-,P301792,-,BiMes 11 no. 300,-,,https://cdli.earth/artifacts/301792
NIPPUR 8258,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0115a,-,NBC 11184,-,P301793,-,BiMes 11 no. 187,-,,https://cdli.earth/artifacts/301793
NIPPUR 8261,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0090,-,NBC 11187,-,P301796,-,BiMes 11 no. 127,-,,https://cdli.earth/artifacts/301796
NIPPUR 8266,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0102,-,NBC 11204,-,P301810,-,BiMes 11 no. 112,-,,https://cdli.earth/artifacts/301810
NIPPUR 8269,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0132,-,NBC 11208,-,P301813,-,BiMes 11 no. 119,-,,https://cdli.earth/artifacts/301813
NIPPUR 8270,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0117,-,NBC 11209,-,P301814,-,BiMes 11 no. 179,-,,https://cdli.earth/artifacts/301814
NIPPUR 8271,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0121,-,NBC 11210,-,P301815,-,BiMes 11 no. 340a ?,-,,https://cdli.earth/artifacts/301815
NIPPUR 8272,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0111,-,NBC 11211,-,P301816,-,BiMes 11 no. 114,-,,https://cdli.earth/artifacts/301816
NIPPUR 8274,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0137,-,NBC 11213,-,P301818,-,BiMes 11 no. 270,-,,https://cdli.earth/artifacts/301818
NIPPUR 8275,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0142,-,NBC 11214,-,P301819,-,BiMes 11 no. 122,-,,https://cdli.earth/artifacts/301819
NIPPUR 8276,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0146,-,NBC 11215,-,P301820,-,BiMes 11 no. 099,-,,https://cdli.earth/artifacts/301820
NIPPUR 8277,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0149,-,NBC 11216,-,P301821,-,BiMes 11 no. 285,-,,https://cdli.earth/artifacts/301821
NIPPUR 8278,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0158,-,NBC 11217,-,P301822,-,BiMes 11 no. 113,-,,https://cdli.earth/artifacts/301822
NIPPUR 8279,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0160,-,NBC 11218,-,P301823,-,BiMes 11 no. 105,-,,https://cdli.earth/artifacts/301823
NIPPUR 8282,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0168,-,NBC 11221,-,P301826,-,BiMes 11 no. 269,-,,https://cdli.earth/artifacts/301826
NIPPUR 8283,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0174,-,NBC 11222,-,P301827,-,BiMes 11 no. 375 bis,-,,https://cdli.earth/artifacts/301827
NIPPUR 8284,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0184,-,NBC 11223,-,P301828,-,BiMes 11 no. 395,-,,https://cdli.earth/artifacts/301828
NIPPUR 8285,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0186,-,NBC 11224,-,P301829,-,BiMes 11 no. 093,-,,https://cdli.earth/artifacts/301829
NIPPUR 8286,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0190,-,NBC 11225,-,P301830,-,BiMes 11 no. 379,-,,https://cdli.earth/artifacts/301830
NIPPUR 8287,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0192,-,NBC 11226,-,P301831,-,BiMes 11 no. 247,-,,https://cdli.earth/artifacts/301831
NIPPUR 8288,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0197,-,NBC 11227,-,P301832,-,BiMes 11 no. 329,-,,https://cdli.earth/artifacts/301832
NIPPUR 8289,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0199,-,NBC 11228,-,P301833,-,BiMes 11 no. 185,-,,https://cdli.earth/artifacts/301833
NIPPUR 8290,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0202,-,NBC 11229,-,P301834,-,BiMes 11 no. 248,-,,https://cdli.earth/artifacts/301834
NIPPUR 8291,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0207,-,NBC 11230,-,P301835,-,BiMes 11 no. 005,-,,https://cdli.earth/artifacts/301835
NIPPUR 8292,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0211,-,NBC 11231,-,P301836,-,BiMes 11 no. 159,-,,https://cdli.earth/artifacts/301836
NIPPUR 8293,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0223,-,NBC 11232,-,P301837,-,BiMes 11 no. 338,-,,https://cdli.earth/artifacts/301837
NIPPUR 8294,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0224,-,NBC 11233,-,P301838,-,BiMes 11 no. 194,-,,https://cdli.earth/artifacts/301838
NIPPUR 8295,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0234,-,NBC 11234,-,P301839,-,BiMes 11 no. 339,-,,https://cdli.earth/artifacts/301839
NIPPUR 8296,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0236,-,NBC 11235,-,P301840,-,BiMes 11 no. 374,-,,https://cdli.earth/artifacts/301840
NIPPUR 8297,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0330 bis,-,NBC 11236,-,P301841,-,BiMes 11 no. 330,-,,https://cdli.earth/artifacts/301841
NIPPUR 8299,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0242,-,NBC 11238,-,P301843,-,BiMes 11 no. 337,-,,https://cdli.earth/artifacts/301843
NIPPUR 8300,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0244,-,NBC 11239,-,P301844,-,BiMes 11 no. 340b ?,-,,https://cdli.earth/artifacts/301844
NIPPUR 8301,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0247,-,NBC 11240,-,P301845,-,BiMes 11 no. 266,-,,https://cdli.earth/artifacts/301845
NIPPUR 8303,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0255,-,NBC 11242,-,P301847,-,BiMes 11 no. 335,-,,https://cdli.earth/artifacts/301847
NIPPUR 8304,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0260,-,NBC 11243,-,P301848,-,BiMes 11 no. 336,-,,https://cdli.earth/artifacts/301848
NIPPUR 8305,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0264,-,NBC 11244,-,P301849,-,BiMes 11 no. 133,-,,https://cdli.earth/artifacts/301849
NIPPUR 8307,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0272,-,NBC 11246,-,P301851,-,BiMes 11 no. 372,-,,https://cdli.earth/artifacts/301851
NIPPUR 8308,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0278,-,NBC 11247,-,P301852,-,BiMes 11 no. 219,-,,https://cdli.earth/artifacts/301852
NIPPUR 8309,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0279,-,NBC 11248,-,P301853,-,BiMes 11 no. 165,-,,https://cdli.earth/artifacts/301853
NIPPUR 8311,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0286,-,NBC 11250,-,P301855,-,BiMes 11 no. 208,-,,https://cdli.earth/artifacts/301855
NIPPUR 8313,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0291,-,NBC 11252,-,P301857,-,BiMes 11 no. 006,-,,https://cdli.earth/artifacts/301857
NIPPUR 8314,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0292,-,NBC 11253,-,P301858,-,BiMes 11 no. 246,-,,https://cdli.earth/artifacts/301858
NIPPUR 8315,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0294,-,NBC 11254,-,P301859,-,BiMes 11 no. 278,-,,https://cdli.earth/artifacts/301859
NIPPUR 8316,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0295,-,NBC 11255,-,P301860,-,BiMes 11 no. 281,-,,https://cdli.earth/artifacts/301860
NIPPUR 8317,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0296,-,NBC 11256,-,P301861,-,BiMes 11 no. 125,-,,https://cdli.earth/artifacts/301861
NIPPUR 8318,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0305,-,NBC 11257,-,P301862,-,BiMes 11 no. 382,-,,https://cdli.earth/artifacts/301862
NIPPUR 8319,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0307,-,NBC 11258,-,P301863,-,BiMes 11 no. 377,-,,https://cdli.earth/artifacts/301863
NIPPUR 8320,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0308,-,NBC 11259,-,P301864,-,BiMes 11 no. 276,-,,https://cdli.earth/artifacts/301864
NIPPUR 8321,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0310,-,NBC 11260,-,P301865,-,BiMes 11 no. 375,-,,https://cdli.earth/artifacts/301865
NIPPUR 8322,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0317,-,NBC 11261,-,P301866,-,BiMes 11 no. 115,-,,https://cdli.earth/artifacts/301866
NIPPUR 8323,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0318,-,NBC 11262,-,P301867,-,BiMes 11 no. 223,-,,https://cdli.earth/artifacts/301867
NIPPUR 8326,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0343,-,NBC 11265,-,P301870,-,BiMes 11 no. 051,-,,https://cdli.earth/artifacts/301870
NIPPUR 8327,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0346,-,NBC 11266,-,P301871,-,BiMes 11 no. 036,-,,https://cdli.earth/artifacts/301871
NIPPUR 8328,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0353,-,NBC 11267,-,P301872,-,BiMes 11 no. 053,-,,https://cdli.earth/artifacts/301872
NIPPUR 8329,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0357,-,NBC 11268,-,P301873,-,BiMes 11 no. 022,-,,https://cdli.earth/artifacts/301873
NIPPUR 8331,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0362,-,NBC 11270,-,P301875,-,BiMes 11 no. 021,-,,https://cdli.earth/artifacts/301875
NIPPUR 8332,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0364,-,NBC 11271,-,P301876,-,BiMes 11 no. 317,-,,https://cdli.earth/artifacts/301876
NIPPUR 8333,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0364b,-,NBC 11272,-,P301877,-,BiMes 11 no. 319,-,,https://cdli.earth/artifacts/301877
NIPPUR 8334,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0366,-,NBC 11273,-,P301878,-,BiMes 11 no. 320,-,,https://cdli.earth/artifacts/301878
NIPPUR 8335,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0369,-,NBC 11274,-,P301879,-,BiMes 11 no. 412,-,,https://cdli.earth/artifacts/301879
NIPPUR 8336,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0378,-,NBC 11275,-,P301880,-,BiMes 11 no. 324,-,,https://cdli.earth/artifacts/301880
NIPPUR 8339,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0384,-,NBC 11278,-,P301883,-,BiMes 11 no. 184,-,,https://cdli.earth/artifacts/301883
NIPPUR 8340,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0386,-,NBC 11279,-,P301884,-,BiMes 11 no. 102,-,,https://cdli.earth/artifacts/301884
NIPPUR 8341,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0390,-,NBC 11280,-,P301885,-,BiMes 11 no. 333,-,,https://cdli.earth/artifacts/301885
NIPPUR 8344,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0409,-,NBC 11283,-,P301888,-,BiMes 11 no. 321,-,,https://cdli.earth/artifacts/301888
NIPPUR 8345,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0413,-,NBC 11284,-,P301889,-,BiMes 11 no. 315,-,,https://cdli.earth/artifacts/301889
NIPPUR 8346,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0536,-,NBC 11316,-,P301914,-,BiMes 11 no. 169,-,,https://cdli.earth/artifacts/301914
NIPPUR 8347,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0538,-,NBC 11317,-,P301915,-,BiMes 11 no. 325,-,,https://cdli.earth/artifacts/301915
NIPPUR 8349,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0548,-,NBC 11319,-,P301917,-,BiMes 11 no. 160,-,,https://cdli.earth/artifacts/301917
NIPPUR 8351,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0642,-,NBC 11338,-,P301934,-,BiMes 11 no. 334,-,,https://cdli.earth/artifacts/301934
NIPPUR 8353,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0645,-,NBC 11340,-,P301936,-,BiMes 11 no. 060,-,,https://cdli.earth/artifacts/301936
NIPPUR 8368,0,-,-,-,-,TA - House F?: Ilshu-muballit,Nippur (unprov),Legal - Loan (Silver),,,-,-,Ist Ni 00985,-,P313137,-,ARN 016,-,,https://cdli.earth/artifacts/313137
NIPPUR 8369,0,-,-,-,-,TA - House F?: Ilshu-muballit,Nippur (unprov),Legal - Sale (House),,,-,-,Ist Ni 01376,-,P313138,-,ARN 017,-,,https://cdli.earth/artifacts/313138
NIPPUR 8382,0,-,-,-,-,z - Legal (loan),Nippur (unprov),Legal - Claim (silver),,,-,-,Ist Ni 09216,-,P313153,-,ARN 032,-,,https://cdli.earth/artifacts/313153
NIPPUR 8395,0,-,-,-,-,"TB - Naditu (Real Estate, Land Sale)",Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 09230,-,P313170,-,ARN 051,-,,https://cdli.earth/artifacts/313170
NIPPUR 8399,0,-,-,-,-,TB - House B?: Warad-Enlil?,Nippur (unprov),Legal - Sale (Land),,,-,-,Ist Ni 01371,-,P313174,-,ARN 055,-,,https://cdli.earth/artifacts/313174
NIPPUR 8400,0,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur's Tablet Hill (TA),Legal - Land Rental,,,-,-,Ist Ni 02005,-,P313175,-,ARN 056,-,,https://cdli.earth/artifacts/313175
NIPPUR 8401,0,-,-,-,-,TB - House B?: Warad-Enlil,Nippur (Penn excavations),Legal - Inheritance,,,-,-,Ist Ni 02423,-,P313176,-,ARN 057,-,,https://cdli.earth/artifacts/313176
NIPPUR 8402,0,-,-,-,-,TB - House B?: Warad-Enlil,PROCESS,Legal - Inheritance,,,-,-,Ist Ni 02182,-,P313177,-,ARN 058,-,,https://cdli.earth/artifacts/313177
NIPPUR 8404,0,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur's Tablet Hill (TA),Legal - Sale (Land),,,-,-,Ist Ni 09275,-,P313179,-,ARN 060,-,,https://cdli.earth/artifacts/313179
NIPPUR 8405,0,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur's Tablet Hill (TA),Legal - Sale (Land),,,-,-,Ist Ni 09276,-,P313180,-,ARN 061,-,,https://cdli.earth/artifacts/313180
NIPPUR 8406,0,-,-,-,-,TB - Naditu,Nippur (unprov),Legal - Witnesses,,,-,-,Ist Ni 09277,-,P313181,-,ARN 062,-,,https://cdli.earth/artifacts/313181
NIPPUR 8407,0,-,-,-,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 01160,-,P313182,-,ARN 063,-,,https://cdli.earth/artifacts/313182
NIPPUR 8408,0,-,-,-,-,TA - House I?: Damiq-ilishu?,Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 09280,-,P313183,-,ARN 064,-,,https://cdli.earth/artifacts/313183
NIPPUR 8453,0,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur (unprov),Legal,,,-,-,Ist Ni 02164,-,P313229,-,ARN 113,-,,https://cdli.earth/artifacts/313229
NIPPUR 8456,0,-,-,-,-,TB - Naditu (Damiqtum and Shat-Ishtar),Nippur (unprov),Legal - Land Sale,,,-,-,Ist Ni 00346 & CBS 10884 (case),-,P313233,-,ARN 117,-,,https://cdli.earth/artifacts/313233
NIPPUR 8458,0,-,-,-,-,z - Legal (arrears),Nippur (unprov),Administrative - Arrears,,,-,-,Ist Ni 09269,-,P313235,-,ARN 119,-,,https://cdli.earth/artifacts/313235
NIPPUR 8459,0,-,-,-,-,z - Legal (Prebend),Nippur (unprov),Legal - Sale (Prebend)?,,,-,-,Ist Ni 09270,-,P313236,-,ARN 120,-,,https://cdli.earth/artifacts/313236
NIPPUR 8480,0,-,-,-,-,TA - House K?: Ninlil-Zimu,Nippur (unprov),Legal - Inheritance,,,-,-,Ist Ni 09292,-,P313257,-,ARN 142,-,,https://cdli.earth/artifacts/313257
