TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
NIPPUR 72,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 04721,T13940,P260990,CBS 4721,PBS 07 23,AbB 11 23,https://www.archibab.fr/texte/13940,https://cdli.earth/artifacts/260990
NIPPUR 73,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 04720,T13941,P260989,CBS 4720,PBS 07 24,AbB 11 24,https://www.archibab.fr/texte/13941,https://cdli.earth/artifacts/260989
NIPPUR 74,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 04719,T13942,P260988,CBS 4719,PBS 07 25,AbB 11 25,https://www.archibab.fr/texte/13942,https://cdli.earth/artifacts/260988
NIPPUR 75,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 04724,T13943,P260993,CBS 4724,PBS 07 26,AbB 11 26,https://www.archibab.fr/texte/13943,https://cdli.earth/artifacts/260993
NIPPUR 76,0,-,-,-, -,TA - House I?: Damiq-ilishu?,Nippur's Tablet Hill (TA),Letter,S1,,-,-,CBS 12527,T13944,P267166,CBS 12527,PBS 07 27,AbB 11 27,https://www.archibab.fr/texte/13944,https://cdli.earth/artifacts/267166
NIPPUR 77,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 04727,T13945,P260996,CBS 4727,PBS 07 28,AbB 11 28,https://www.archibab.fr/texte/13945,https://cdli.earth/artifacts/260996
NIPPUR 78,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,UM 29-16-076,T13946,P256681,UM 29-16-76,AbB 11 29,AbB 11 29,https://www.archibab.fr/texte/13946,https://cdli.earth/artifacts/256681
NIPPUR 79,0,-,-,-, -,TA - Enlil-lusa (guenna?),Letters,Letter,,,-,-,CBS 07124,T14065,P262163,CBS 7124,"PBS 01 /2, 002",AbB 11 151,https://www.archibab.fr/texte/14065,https://cdli.earth/artifacts/262163
NIPPUR 8,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,Ist Ni 01202,T16390,P511109,Ni. 1202,AbB 05 163,AbB 5 163,https://www.archibab.fr/texte/16390,https://cdli.earth/artifacts/511109
NIPPUR 80,0,-,-,-, -,TB - letters - Luga,Letters,Letter,,,-,-,CBS 07127,T14066,P262166,CBS 7127,"PBS 01 /2, 003",AbB 11 152,https://www.archibab.fr/texte/14066,https://cdli.earth/artifacts/262166
NIPPUR 81,0,-,-,-, -,TB - letters - Luga,Letters,Letter,,,-,-,CBS 07040,T14067,P262090,CBS 7040,"PBS 01 /2, 004",AbB 11 153,https://www.archibab.fr/texte/14067,https://cdli.earth/artifacts/262090
NIPPUR 82,0,-,-,-, -,TB - letter - Naditu,Letters,Letter,,,-,-,CBS 07182,T14068,P262214,CBS 7182,"PBS 01 /2, 005",AbB 11 154,https://www.archibab.fr/texte/14068,https://cdli.earth/artifacts/262214
NIPPUR 85,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 07169,T14071,P262202,CBS 7169,"PBS 01 /2, 008",AbB 11 157,https://www.archibab.fr/texte/14071,https://cdli.earth/artifacts/262202
NIPPUR 86,0,-,-,-, -,TB - House B?: Warad-Enlil,Letters,Letter,,,-,-,CBS 07125,T14073,P262164,CBS 7125,"PBS 01 /2, 010",AbB 11 159,https://www.archibab.fr/texte/14073,https://cdli.earth/artifacts/262164
NIPPUR 87,0,-,-,-, -,TA - House I?,Letters,Letter,,,-,-,CBS 07183,T14074,P262215,CBS 7183 // CBS 7183-A,"PBS 01 /2, 011",AbB 11 160,https://www.archibab.fr/texte/14074,https://cdli.earth/artifacts/262215
NIPPUR 9,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,Ist Ni 01295,T16391,P511110,Ni. 1295,AbB 05 164,AbB 5 164,https://www.archibab.fr/texte/16391,https://cdli.earth/artifacts/511110
NIPPUR 90,0,-,-,-, -,z - letters - Nippur Letters,Letters,Letter,,,-,-,CBS 07042,T14075,P262092,CBS 7042,"PBS 01 /2, 014",AbB 11 163,https://www.archibab.fr/texte/14075,https://cdli.earth/artifacts/262092
NIPPUR 91,0,-,-,-, -,TB - letters - Luga,Letters,Letter,,,-,-,CBS 08288,T14076,P263140,CBS 8288,PBS 13 58,AbB 11 164,https://www.archibab.fr/texte/14076,https://cdli.earth/artifacts/263140
NIPPUR 92,0,-,-,-, -,TA - House I?,Letters,Letter,,,-,-,AO 08847,T15375,P387419,AO 8846,TCL 18 123,AbB 14 160,https://www.archibab.fr/texte/15375,https://cdli.earth/artifacts/387419
NIPPUR 93,0,-,-,-, -,TB - letter - Naditu,Letters,Letter,,,-,-,NBC 05345,T15436,P292812,AO 8847,BIN 07 41,AbB 14 177,https://www.archibab.fr/texte/15436,https://cdli.earth/artifacts/292812
NIPPUR 10733,0,-,-,-,-,TA - House N 2: Saphum,Nippur (unprov),Legal - Witnesses,,,-,-,MAH 16159,-,P424068,-,"TJDB pl. 19, MAH 16159",-,,https://cdli.earth/artifacts/424068
NIPPUR 10804,0,-,-,-,-,TB - House B: Warad-Enlil,Nippur's Scribal Quarter (TB),Legal - Proceedings,10,II-1,2N-T0054,-,IM 058943,-,P452318,-,AnBi 12 130-150,-,,https://cdli.earth/artifacts/452318
NIPPUR 10862,0,-,-,-,-,CRH - Administrative (receipt),Nippur's Area WB 4,Administrative - receipt,Court,above Floor 1,11N-T0020,-,unknown,-,P459058,-,OIC 22 128 & 139 12,-,,https://cdli.earth/artifacts/459058
NIPPUR 11056,0,-,-,-,-,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,AO 05456,-,P492380,-,BBVOT 01 50,-,,https://cdli.earth/artifacts/492380
NIPPUR 11104,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0337,-,IM -,-,P500452,-,BiMes 11 no. 018,-,,https://cdli.earth/artifacts/500452
NIPPUR 11107,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0338,-,IM -,-,P500460,-,BiMes 11 no. 016,-,,https://cdli.earth/artifacts/500460
NIPPUR 11108,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0358,-,IM -,-,P500461,-,BiMes 11 no. 023,-,,https://cdli.earth/artifacts/500461
NIPPUR 11109,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0344,-,IM -,-,P500463,-,BiMes 11 no. 014,-,,https://cdli.earth/artifacts/500463
NIPPUR 11110,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0406,-,IM -,-,P500464,-,BiMes 11 no. 019,-,,https://cdli.earth/artifacts/500464
NIPPUR 11111,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0340,-,IM -,-,P500465,-,BiMes 11 no. 024,-,,https://cdli.earth/artifacts/500465
NIPPUR 11112,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0203,-,IM -,-,P500466,-,BiMes 11 no. 004,-,,https://cdli.earth/artifacts/500466
NIPPUR 11113,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0299,-,IM -,-,P500467,-,BiMes 11 no. 007,-,,https://cdli.earth/artifacts/500467
NIPPUR 11121,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0392,-,OIM A30718,-,P500722,-,BiMes 11 no. 068,-,,https://cdli.earth/artifacts/500722
NIPPUR 11151,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0208,-,IM -,-,P500939,-,BiMes 11 no. 331,-,,https://cdli.earth/artifacts/500939
NIPPUR 11167,0,-,-,-,-,CRH - Administrative (barley),Nippur (Hilprecht),Administrative - Expenditures (barley),,,-,-,HS 2218,-,P512718,-,TMH 10 190,-,,https://cdli.earth/artifacts/512718
NIPPUR 11240,0,-,-,-,-,TB - House B?: Warad-Enlil,,Legal - Inheritance,,,-,-,Ist Ni 02181,-,P529666,-,JCS 03 185 2181,-,,https://cdli.earth/artifacts/529666
NIPPUR 11241,0,-,-,-,-,TB - House B?: Warad-Enlil,,Legal - Inheritance,,,-,-,Ist Ni 02576,-,P529667,-,JCS 03 185 2576,-,,https://cdli.earth/artifacts/529667
NIPPUR 11242,0,-,-,-,-,"z - Legal (Court, Proceedings)",,Legal - Proceedings,,,-,-,Ist Ni 02006,-,P529668,-,JCS 03 168 2006,-,,https://cdli.earth/artifacts/529668
NIPPUR 192,0,-,-,-,-,TA - House N 3: Amurru-Shemi,Nippur's Tablet Hill (TA),Legal,174,XI-2,3N-T0873,-,IM 058783,T25306,P224339,IM 58783,SAOC 44 24,SAOC 44 24,https://www.archibab.fr/texte/25306,https://cdli.earth/artifacts/224339
NIPPUR 200,0,-,-,-, -,TA - House N 3: Apil-Amurru?,Nippur (Post-Penn),Legal - Inheritance,,,-,-,MAH 16256,T13164,P424244,MAH 16526,TEBA 37,TEBA 37,https://www.archibab.fr/texte/13164,https://cdli.earth/artifacts/424244
NIPPUR 2696,0,-,-,-,-,TB - House C?: Sag-Enlil,Nippur (PBS 8),Legal - Proceedings,,,-,-,CBS 07178,-,P230709,-,"PBS 08 /2, 173",-,,https://cdli.earth/artifacts/230709
NIPPUR 3549,0,-,-,-,-,TB - House W?: Lu-Illabrat,Nippur (Penn excavations),Legal - Sale (Land),,,-,-,UM 29-13-009,-,P255088,-,"OB Contracts, pl. E5 no. 35",-,,https://cdli.earth/artifacts/255088
NIPPUR 3574,0,-,-,-,-,"CRH (Administrative, Name List)",Nippur (Penn excavations),Administrative - list of names,,,-,-,UM 29-13-141,-,P255148,-,-,-,,https://cdli.earth/artifacts/255148
NIPPUR 3619,0,-,-,-,-,"E-tur (Deliveries, Animals)",sheep offering list,Administrative - Expenditures (sheep),,,-,-,N 0915 + N 1911 + UM 29-13-357,-,P255328,-,AOAT 025 225,-,,https://cdli.earth/artifacts/255328
NIPPUR 3626,0,-,-,-,-,z - Legal (land?),Nippur (Penn excavations),Legal - Land?,,,-,-,UM 29-13-407a,-,P255372,-,"OB Contracts, pl. G5 no. 65",-,,https://cdli.earth/artifacts/255372
NIPPUR 3699,0,-,-,-,-,z - Addu-gugal ?,Ur's City Wall (CLW)?,Administrative - Worklist?,,,-,-,UM 29-13-612,-,P255542,-,-,-,,https://cdli.earth/artifacts/255542
NIPPUR 3748,0,-,-,-,-,"CRH (Expenditures, Wool)",Nippur's CRH (Penn Excav.),Administrative - Delivery (wool),,,-,-,UM 29-13-949,-,P255816,-,"UM 29 diss. p. 372, -3-949",-,,https://cdli.earth/artifacts/255816
NIPPUR 3819,0,-,-,-,-,z - legal (land sale),Nippur (unprov),Legal - Land Sale,,,-,-,UM 29-15-403,-,P256207,-,"OB Contracts, pl. E2 no. 31",-,,https://cdli.earth/artifacts/256207
NIPPUR 3824,0,-,-,-,-,z - Legal (land sale),Nippur (Penn excavations),Legal - Sale (Land),,,-,-,UM 29-15-415,-,P256216,-,"OB Contracts, pl. E4 no. 33",-,,https://cdli.earth/artifacts/256216
NIPPUR 3829,0,-,-,-,-,z - legal (land rental),Nippur (Penn excavations),Legal - Land Rental,,,-,-,UM 29-15-441,-,P256236,-,"OB Contracts, pl. F6 no. 51",-,,https://cdli.earth/artifacts/256236
NIPPUR 3859,0,-,-,-,-,CRH - Administrative (allotments),Nippur (Penn excavations),Administrative - Allotment,,,-,-,UM 29-15-563,-,P256319,-,-,-,,https://cdli.earth/artifacts/256319
NIPPUR 3940,0,-,-,-,-,"CRH (Expenditures, Guennakkum)",Nippur's CRH (Penn Excav.),Administrative,,,-,-,UM 29-15-878,-,P256555,-,-,-,,https://cdli.earth/artifacts/256555
NIPPUR 3960,0,-,-,-,-,z - Legal (loan),Nippur (Penn excavations),Legal - Loan (barley),,,-,-,UM 29-15-940,-,P256579,-,"OB Contracts, pl. G4 no. 61",-,,https://cdli.earth/artifacts/256579
NIPPUR 4059,0,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur (Penn excavations),Legal - Sale (House),,,-,-,UM 29-16-343,-,P256864,-,"OB Contracts, pl. E7 no. 39",-,,https://cdli.earth/artifacts/256864
NIPPUR 4066,0,-,-,-,-,z - Legal (sale),Nippur (Penn excavations),Legal - Sale,,,-,-,UM 29-16-375,-,P256890,-,"OB Contracts, pl. E4 no. 34",-,,https://cdli.earth/artifacts/256890
NIPPUR 4147,0,-,-,-,-,z - land sale?,Nippur (Penn excavations),Legal - Land?,,,-,-,UM 29-16-673,-,P257099,-,"OB Contracts, pl. E6 no. 38",-,,https://cdli.earth/artifacts/257099
NIPPUR 4266,0,-,-,-,-,TB - House U or O: Atta Archive,Nippur's Scribal Quarter (TB),Legal - prebend purchase,75,E-2,2N-T0777,-,UM 55-21-164,-,P257343,-,SAOC 44 87,-,,https://cdli.earth/artifacts/257343
NIPPUR 4280,0,-,-,-,-,TA - House I: administrative (delivery),Nippur's Tablet Hill (TA),Administrative - Delivery (barley),185,XA-1,3N-T0081,-,UM 55-21-237,-,P257358,-,SAOC 44 52,-,,https://cdli.earth/artifacts/257358
NIPPUR 4371,0,-,-,-,-,TB - mannum-meshu-lissur,Nippur's Tablet Hill (TA),Legal - Exchange of title,S1,,-,-,CBS 02230,-,P259281,-,"OB Contracts, pl. F3 no. 45",-,,https://cdli.earth/artifacts/259281
NIPPUR 438,0,-,-,-,-,TB - House C?,letters,Letter,,,-,-,CBS 09263,-,P124788,-,OrNS 40 398 12,-,,https://cdli.earth/artifacts/124788
NIPPUR 4396,0,-,-,-,-,TA - House F?: Ilshu-muballit?,Nippur (Penn excavations),Legal - Inheritance,S1,,-,-,CBS 02295,-,P259327,-,"OB Contracts, pl. F7 no. 53",-,,https://cdli.earth/artifacts/259327
NIPPUR 4405,0,-,-,-,-,CRH - Administrative (names),Nippur's Tablet Hill (TA),Administrative - list of names,S1,,-,-,CBS 02356,-,P259361,-,"PBS 08 /1, 094",-,,https://cdli.earth/artifacts/259361
NIPPUR 4417,0,-,-,-,-,z - Legal (inheritance),Nippur Mound IV,Legal - Inheritance,S2,,-,-,CBS 03430,-,P259804,-,"BE 06 /2, 044",-,,https://cdli.earth/artifacts/259804
NIPPUR 450,0,-,-,-,-,TA - House K?: Ninlil-Zimu,Nippur (unprov),Legal - Model (court),,,-,-,YBC 09839,-,P200661,-,"Fs Jacobsen 2, 153-154",-,,https://cdli.earth/artifacts/200661
NIPPUR 4572,0,-,-,-,-,z - Legal (house sale),Nippur (PBS 8),Legal - House sale,,,-,-,CBS 04956,-,P261149,-,"PBS 08 /1, 089",-,,https://cdli.earth/artifacts/261149
NIPPUR 4573,0,-,-,-,-,z - Legal (House rental),Nippur (PBS 8),Legal - House rental,,,-,-,CBS 04957,-,P261150,-,"PBS 08 /1, 090",-,,https://cdli.earth/artifacts/261150
NIPPUR 4623,0,-,-,-,-,TA - House K?: Ninlil-Zimu?,Nippur (unprov),Legal - Land?,,,-,-,CBS 07001,-,P262054,-,"OB Contracts, pl. F4 no. 48",-,,https://cdli.earth/artifacts/262054
NIPPUR 4629,0,-,-,-,-,"CRH (Administrative, Field Accounting?)",Nippur (Penn excavations),Administrative - land report,,,-,-,CBS 07014,-,P262068,-,"PBS 08 /2, 254",-,,https://cdli.earth/artifacts/262068
NIPPUR 463,0,-,-,-,-,"E-Enlil (Deliveries, bread sa-du)",Nippur's Scribal Quarter (TB),Administrative,153,III/1,2N-T0571,-,OIM A30008,-,P200679,-,JANES 18 46 15,-,,https://cdli.earth/artifacts/200679
NIPPUR 4636,0,-,-,-,-,z - legal (partnership),Nippur (PBS 8),Legal - Partnership,,,-,-,CBS 07029,-,P262083,-,"PBS 08 /2, 164",-,,https://cdli.earth/artifacts/262083
NIPPUR 465,0,-,-,-,-,"E-Enlil (Deliveries, bread sa-du)",Nippur's Scribal Quarter (TB),Administrative,153,III/1,2N-T0576,-,OIM A30011,-,P200682,-,JANES 18 47 18,-,,https://cdli.earth/artifacts/200682
NIPPUR 466,0,-,-,-,-,"E-Enlil (Deliveries, bread sa-du)",Nippur's Scribal Quarter (TB),Administrative,153,III/1,2N-T0579,-,OIM A30014,-,P200683,-,JANES 18 48 19,-,,https://cdli.earth/artifacts/200683
NIPPUR 4668,0,-,-,-,-,CRH - Administrative (work contract),Nippur (PBS 8),administrative - Work Contract,,,-,-,CBS 07108,-,P262147,-,"PBS 08 /2, 170",-,,https://cdli.earth/artifacts/262147
NIPPUR 4669,0,-,-,-,-,CRH - Administrative (work contract),Nippur (PBS 8),administrative - Work Contract,,,-,-,CBS 07109,-,P262148,-,"PBS 08 /2, 172",-,,https://cdli.earth/artifacts/262148
NIPPUR 4674,0,-,-,-,-,CRH - Administrative (accounting),Nippur (Penn excavations),Administrative - memorandum,,,-,-,CBS 07116,-,P262155,-,"PBS 08 /2, 175",-,,https://cdli.earth/artifacts/262155
NIPPUR 4679,0,-,-,-,-,"z - Legal (Family, Inheritance)",Nippur (PBS 8),"Legal - Inheritance, Land",,,-,-,CBS 07122,-,P262161,-,"PBS 08 /2, 168",-,,https://cdli.earth/artifacts/262161
NIPPUR 4691,0,-,-,-,-,TB - House B?: Warad-Enlil,Nippur (Penn excavations),Legal - Loan,,,-,-,CBS 07156,-,P262190,-,"OB Contracts, pl. G3 no. 60",-,,https://cdli.earth/artifacts/262190
NIPPUR 4711,0,-,-,-,-,TB - House B?: Warad-Enlil,Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 07186,-,P262218,-,"PBS 08 /2, 177",-,,https://cdli.earth/artifacts/262218
NIPPUR 4716,0,-,-,-,-,CRH - Administrative (expenditures),Nippur (Penn excavations),Administrative - expenditures,,,-,-,CBS 07196,-,P262228,-,PBS 13 55,-,,https://cdli.earth/artifacts/262228
NIPPUR 4720,0,-,-,-,-,z - Legal (inheritance),Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 07200,-,P262232,-,"PBS 08 /2, 176",-,,https://cdli.earth/artifacts/262232
NIPPUR 4723,0,-,-,-,-,z - Legal (land exchange),Nippur (Penn excavations),Legal - Exchange (Land),,,-,-,CBS 07263,-,P262292,-,"PBS 08 /2, 174",-,,https://cdli.earth/artifacts/262292
NIPPUR 4828,0,-,-,-,-,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07521,-,P262522,-,"Robertson diss. p. 243, CBS 7521",-,,https://cdli.earth/artifacts/262522
NIPPUR 4937,0,-,-,-,-,TA - House K?: Ninlil-Zimu,Nippur (unprov),Legal - Land Sale,,,-,-,CBS 07915,-,P262876,-,"OB Contracts, pl. D3 no. 23",-,,https://cdli.earth/artifacts/262876
NIPPUR 5015,0,-,-,-,-,TB - Naditu,Nippur (PBS 8),Legal - Exchange (House),,,-,-,CBS 08101,-,P263013,-,"PBS 08 /2, 181",-,,https://cdli.earth/artifacts/263013
NIPPUR 507,0,-,-,-,-,z - letters - Nippur Letters,Letters,Letter,,,-,-,IM 010892,-,P223486,-,TIM 01 13,-,,https://cdli.earth/artifacts/223486
NIPPUR 510,0,-,-,-,-,TA - House K: Ninlil-Zimu (Abba-Kalla),Nippur's Tablet Hill (TA),Legal - Inheritance,196,XIIA-3,3N-T0859,-,IM 058769,-,P224327,-,SAOC 44 4,-,,https://cdli.earth/artifacts/224327
NIPPUR 511,0,-,-,-,-,TA - House K: Ninlil-Zimu (Abba-Kalla),Nippur's Tablet Hill (TA),Administrative - Work Pay,196,XIIA-3,3N-T0858,-,IM 058768,-,P224328,-,SAOC 44 5,-,,https://cdli.earth/artifacts/224328
NIPPUR 514,0,-,-,-,-,TA - House G: tablet cache fill,Nippur's Tablet Hill (TA),Legal - Loan (barley),fill,XI,3N-T0219,-,IM 058383,-,P224331,-,SAOC 44 9,-,,https://cdli.earth/artifacts/224331
NIPPUR 516,0,-,-,-,-,TA - House N 2: Amurru-Shemi,Nippur's Tablet Hill (TA),Legal - House sale,174,XI-2,3N-T0877,-,IM 058787,-,P224334,-,SAOC 44 19,-,,https://cdli.earth/artifacts/224334
NIPPUR 532,0,-,-,-,-,TA - House N 3: Legal (Shamash loan),Nippur's Tablet Hill (TA),Legal - Loan (silver),174,XI-2,3N-T0868,-,IM 058778,-,P224354,-,SAOC 44 39,-,,https://cdli.earth/artifacts/224354
NIPPUR 533,0,-,-,-,-,TA - House N 1: Nippur's City (Deposition?),Nippur's Tablet Hill (TA),Legal - Deposition?,174,XI-1,3N-T0225,-,IM 058388,-,P224355,-,SAOC 44 40,-,,https://cdli.earth/artifacts/224355
NIPPUR 540,0,-,-,-,-,TB - House A: Legal (land?),Nippur's Scribal Quarter (TB),Legal - Land,51,I-2,2N-T0471,-,IM 058019,-,P224365,-,SAOC 44 64,-,,https://cdli.earth/artifacts/224365
NIPPUR 5440,0,-,-,-,-,z - legal (land sale),Nippur's Tablet Hill (TA),Legal - Land Sale,S2,,-,-,CBS 09877,-,P265172,-,"PBS 08 /1, 091",-,,https://cdli.earth/artifacts/265172
NIPPUR 545,0,-,-,-,-,TB - House U or O: Atta Archive,Nippur's Scribal Quarter (TB),Legal - Office sale,75,E-2,2N-T0377,-,IM 057974,-,P224370,-,SAOC 44 90,-,,https://cdli.earth/artifacts/224370
NIPPUR 546,0,-,-,-,-,TB - House U or O: Atta Archive,Nippur's Scribal Quarter (TB),Legal - Office sale,75,E-2,2N-T0378,-,IM 057975,-,P224371,-,SAOC 44 91,-,,https://cdli.earth/artifacts/224371
NIPPUR 551,0,-,-,-,-,TB - House V: Lu-Dingira / Ninlil-zimu,Nippur's Scribal Quarter (TB),Legal - Loan (silver),91,I-1,2N-T0421,-,IM 057996,-,P224376,-,SAOC 44 97,-,,https://cdli.earth/artifacts/224376
NIPPUR 5547,0,-,-,-,-,z - Legal (land sale),Nippur (unprov),Legal - Sale (Land),,,-,-,CBS 10419,-,P265636,-,"OB Contracts, pl. E6 no. 37",-,,https://cdli.earth/artifacts/265636
NIPPUR 5589,0,-,-,-,-,TA - House I?,,Legal - Sale (Land),S1,,-,-,CBS 10888,-,P266081,-,"PBS 08 /1, 092",-,,https://cdli.earth/artifacts/266081
NIPPUR 5592,0,-,-,-,-,z - Legal (Elali issue),Nippur's Tablet Hill (TA),Legal - Deposition,S1,,-,-,CBS 10892,-,P266085,-,"BE 06 /2, 054",-,,https://cdli.earth/artifacts/266085
NIPPUR 5611,0,-,-,-,-,CRH - Administrative (names),Nippur (Penn excavations),Administrative - list of names,,,-,-,CBS 11171,-,P266332,-,"PBS 08 /1, 096",-,,https://cdli.earth/artifacts/266332
NIPPUR 5750,0,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur's Tablet Hill (TA),Legal - testimony,S4,,-,-,CBS 13561,-,P268594,-,"PBS 08 /1, 082",-,,https://cdli.earth/artifacts/268594
NIPPUR 5753,0,-,-,-,-,z - legal (land rental),Nippur's Tablet Hill (TA),Legal - Land Rental,S4,,-,-,CBS 13565 & (CBS 13773 + CBS 13776 + CBS 13783 + CBS 13785 + CBS 13787 + CBS 13790),-,P268598,-,"PBS 08 /1, 086",-,,https://cdli.earth/artifacts/268598
NIPPUR 5885,0,-,-,-,-,"CRH (Expenditures, Labor?)",Nippur (Penn excavations),Administrative - list of names,,,-,-,CBS 14106,-,P269110,-,"PBS 08 /2, 166",-,,https://cdli.earth/artifacts/269110
NIPPUR 5904,0,-,-,-,-,TA - House K?: Ninlil-Zimu,Nippur (Penn excavations),Legal - Land Exchange,,,-,-,CBS 14179,-,P269155,-,PBS 13 67,-,,https://cdli.earth/artifacts/269155
NIPPUR 6761,0,-,-,-,-,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,N 2682,-,P277750,-,"Robertson diss. p. 212, N 2682",-,,https://cdli.earth/artifacts/277750
NIPPUR 8144,0,-,-,-,-,WB,Nippur's Area WB 4,Legal - Land Rental,17,floor 4,12N-676 & 12N-677,-,unknown,-,P283569,-,"OIC 23 124, 12N-676 & 677",-,,https://cdli.earth/artifacts/283569
NIPPUR 8147,0,-,-,-,-,TB - House U or O: Atta Archive,Nippur's Scribal Quarter (TB),Legal - prebend purchase,75,E-2,2N-T0764,-,OIM A30085,-,P283572,-,SAOC 44 88,-,,https://cdli.earth/artifacts/283572
NIPPUR 8154,0,-,-,-,-,TB - House U or O: Atta Archive,Nippur's Scribal Quarter (TB),Legal - Exchange of title,75,E-2,2N-T0775,-,OIM A30091,-,P283580,-,SAOC 44 86,-,,https://cdli.earth/artifacts/283580
NIPPUR 8178,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,5N-T0104,-,NBC 11205,-,P283639,-,BiMes 11 no. 120,-,,https://cdli.earth/artifacts/283639
NIPPUR 8202,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0242,-,NBC 11128,-,P301737,-,BiMes 11 no. 222,-,,https://cdli.earth/artifacts/301737
NIPPUR 8203,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0243,-,NBC 11129,-,P301738,-,BiMes 11 no. 214,-,,https://cdli.earth/artifacts/301738
NIPPUR 8204,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0244,-,NBC 11130,-,P301739,-,BiMes 11 no. 318,-,,https://cdli.earth/artifacts/301739
NIPPUR 8205,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0245,-,NBC 11131,-,P301740,-,BiMes 11 no. 075,-,,https://cdli.earth/artifacts/301740
NIPPUR 8206,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0247,-,NBC 11132,-,P301741,-,BiMes 11 no. 392,-,,https://cdli.earth/artifacts/301741
NIPPUR 8207,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0087,-,NBC 11133,-,P301742,-,BiMes 11 no. 049,-,,https://cdli.earth/artifacts/301742
NIPPUR 8208,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0088,-,NBC 11134,-,P301743,-,BiMes 11 no. 216,-,,https://cdli.earth/artifacts/301743
NIPPUR 8209,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0092,-,NBC 11135,-,P301744,-,BiMes 11 no. 083,-,,https://cdli.earth/artifacts/301744
NIPPUR 8210,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0094,-,NBC 11136,-,P301745,-,BiMes 11 no. 154,-,,https://cdli.earth/artifacts/301745
NIPPUR 8212,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0097,-,NBC 11138,-,P301747,-,BiMes 11 no. 097,-,,https://cdli.earth/artifacts/301747
NIPPUR 8213,0,-,-,-,-,"E-shumesha (Expenditures, sa-du)",,Administrative,,,4N-T0098,-,NBC 11139,-,P301748,-,BiMes 11 no. 153,-,,https://cdli.earth/artifacts/301748
